customer_id,credit_score,credit_history_years,number_of_defaults,last_default_year
C04883,782,12,1,2020.0
C04884,798,9,0,
C04885,567,16,3,2015.0
C04886,601,10,3,2021.0
C04887,431,25,2,2020.0
C04888,707,15,0,
C04889,745,14,1,2017.0
C04890,777,16,0,
C04891,661,6,1,2018.0
C04892,580,9,2,2015.0
C04893,413,6,5,2018.0
C04894,785,8,1,2017.0
C04895,705,20,0,
C04896,410,2,5,2018.0
C04897,752,19,1,2018.0
C04898,689,24,1,2017.0
C04899,670,5,1,2022.0
C04900,775,12,0,
C04901,716,3,1,2022.0
C04902,350,8,2,2015.0
C04903,696,16,1,2020.0
C04904,650,4,1,2024.0
C04905,746,9,1,2015.0
C04906,360,9,5,2016.0
C04907,400,7,4,2017.0
C04908,742,19,1,2018.0
C04909,650,2,1,2020.0
C04910,752,15,0,
C04911,791,13,1,2019.0
C04912,711,7,0,
C04913,792,14,0,
C04914,789,10,1,2024.0
C04915,672,8,1,2015.0
C04916,687,10,1,2022.0
C04917,786,22,1,2023.0
C04918,773,15,1,2016.0
C04919,668,2,2,2018.0
C04920,758,11,1,2016.0
C04921,794,17,0,
C04922,770,18,0,
C04923,749,6,1,2024.0
C04924,784,4,0,
C04925,656,8,2,2023.0
C04926,337,15,5,2019.0
C04927,748,4,0,
C04928,781,24,0,
C04929,676,4,2,2021.0
C04930,756,8,0,
C04931,737,23,0,
C04932,508,21,4,2024.0
C04933,707,11,0,
C04934,760,15,1,2023.0
C04935,736,11,1,2017.0
C04936,710,17,0,
C04937,757,13,0,
C04938,659,17,2,2018.0
C04939,738,16,1,2016.0
C04940,443,17,4,2017.0
C04941,448,1,2,2020.0
C04942,743,6,1,2018.0
C04943,774,12,1,2024.0
C04944,762,7,0,
C04945,765,2,1,2015.0
C04946,747,15,0,
C04947,712,20,0,
C04948,769,20,0,
C04949,377,7,4,2015.0
C04950,783,24,1,2015.0
C04951,656,25,2,2017.0
C04952,739,3,1,2018.0
C04953,600,10,4,2022.0
C04954,683,16,2,2020.0
C04955,719,6,0,
C04956,696,20,1,2022.0
C04957,758,8,0,
C04958,774,18,1,2015.0
C04959,795,7,1,2022.0
C04960,589,3,4,2017.0
C04961,414,1,2,2017.0
C04962,758,21,1,2019.0
C04963,775,11,1,2015.0
C04964,725,6,0,
C04965,757,8,1,2020.0
C04966,652,11,1,2024.0
C04967,744,3,1,2021.0
C04968,666,9,1,2020.0
C04969,495,1,3,2023.0
C04970,686,15,1,2020.0
C04971,666,23,1,2022.0
C04972,662,21,2,2020.0
C04973,734,5,0,
C04974,695,10,2,2021.0
C04975,727,16,1,2024.0
C04976,546,20,5,2016.0
C04977,784,14,1,2022.0
C04978,332,8,5,2020.0
C04979,779,21,0,
C04980,718,16,1,2019.0
C04981,701,21,1,2015.0
C04982,667,5,2,2015.0
C04983,731,19,0,
C04984,750,20,1,2019.0
C04985,666,4,2,2016.0
C04986,714,17,1,2018.0
C04987,686,19,1,2015.0
C04988,702,23,0,
C04989,800,18,1,2023.0
C04990,727,20,1,2024.0
C04991,723,14,0,
C04992,748,17,0,
C04993,689,15,2,2020.0
C04994,659,24,1,2017.0
C04995,726,5,0,
C04996,762,21,0,
C04997,656,9,2,2023.0
C04998,661,19,2,2023.0
C04999,664,23,1,2021.0
C05000,678,3,1,2017.0
C05001,754,23,1,2018.0
C05002,759,25,1,2020.0
C05003,498,22,4,2015.0
C05004,670,3,2,2016.0
C05005,702,20,1,2020.0
C05006,787,2,1,2017.0
C05007,565,6,4,2021.0
C05008,665,19,1,2015.0
C05009,655,22,1,2019.0
C05010,718,4,0,
C05011,693,25,2,2021.0
C05012,745,22,0,
C05013,742,24,1,2018.0
C05014,762,17,0,
C05015,763,3,1,2023.0
C05016,655,22,2,2018.0
C05017,658,15,2,2016.0
C05018,781,25,1,2016.0
C05019,749,6,0,
C05020,571,25,3,2021.0
C05021,744,8,0,
C05022,731,21,0,
C05023,615,6,3,2015.0
C05024,658,16,2,2022.0
C05025,306,3,2,2021.0
C05026,723,8,1,2016.0
C05027,787,25,1,2015.0
C05028,707,25,1,2016.0
C05029,780,20,1,2016.0
C05030,702,23,1,2023.0
C05031,767,8,0,
C05032,609,23,3,2021.0
C05033,759,17,1,2016.0
C05034,743,13,0,
C05035,313,8,3,2019.0
C05036,756,9,1,2018.0
C05037,741,18,1,2019.0
C05038,660,20,2,2024.0
C05039,771,16,1,2022.0
C05040,675,16,1,2023.0
C05041,759,13,0,
C05042,702,23,1,2018.0
C05043,715,12,0,
C05044,661,25,2,2024.0
C05045,680,6,2,2015.0
C05046,701,22,1,2018.0
C05047,773,5,1,2019.0
C05048,456,7,2,2024.0
C05049,741,23,1,2024.0
C05050,798,16,1,2024.0
C05051,651,25,2,2021.0
C05052,683,23,2,2017.0
C05053,776,14,0,
C05054,726,14,0,
C05055,799,24,0,
C05056,708,24,0,
C05057,678,15,2,2018.0
C05058,734,13,1,2020.0
C05059,684,11,2,2015.0
C05060,652,7,2,2015.0
C05061,706,1,0,
C05062,670,20,1,2024.0
C05063,734,19,0,
C05064,699,20,1,2019.0
C05065,700,7,1,2024.0
C05066,792,11,0,
C05067,744,7,1,2018.0
C05068,769,5,0,
C05069,784,3,0,
C05070,664,12,1,2022.0
C05071,795,9,1,2016.0
C05072,791,18,1,2023.0
C05073,716,4,0,
C05074,692,6,2,2017.0
C05075,792,13,0,
C05076,682,25,1,2015.0
C05077,654,19,1,2016.0
C05078,695,11,1,2023.0
C05079,670,2,1,2022.0
C05080,452,8,3,2022.0
C05081,410,2,3,2024.0
C05082,725,14,0,
C05083,792,21,1,2020.0
C05084,705,22,0,
C05085,778,20,1,2021.0
C05086,776,17,0,
C05087,796,19,0,
C05088,675,15,1,2016.0
C05089,576,8,4,2018.0
C05090,780,7,1,2022.0
C05091,753,3,0,
C05092,722,9,1,2024.0
C05093,486,4,3,2020.0
C05094,665,11,2,2020.0
C05095,712,9,1,2018.0
C05096,661,15,1,2016.0
C05097,789,18,1,2022.0
C05098,668,21,1,2017.0
C05099,683,10,2,2019.0
C05100,753,3,1,2019.0
C05101,733,9,1,2019.0
C05102,734,22,1,2017.0
C05103,736,21,1,2019.0
C05104,763,20,0,
C05105,728,7,1,2017.0
C05106,777,8,1,2020.0
C05107,675,14,1,2024.0
C05108,639,19,3,2019.0
C05109,665,6,2,2024.0
C05110,604,16,2,2016.0
C05111,317,20,5,2015.0
C05112,764,15,1,2016.0
C05113,747,6,0,
C05114,743,10,0,
C05115,681,22,1,2015.0
C05116,621,23,5,2019.0
C05117,744,5,1,2016.0
C05118,655,18,1,2023.0
C05119,694,16,1,2019.0
C05120,502,10,4,2016.0
C05121,726,1,0,
C05122,581,13,4,2020.0
C05123,397,24,5,2023.0
C05124,705,14,0,
C05125,796,16,1,2020.0
C05126,693,20,2,2016.0
C05127,319,21,2,2015.0
C05128,683,8,1,2024.0
C05129,688,15,2,2018.0
C05130,681,6,2,2022.0
C05131,357,18,4,2015.0
C05132,671,13,2,2016.0
C05133,742,13,0,
C05134,740,14,1,2021.0
C05135,654,20,1,2020.0
C05136,602,6,2,2018.0
C05137,772,2,1,2024.0
C05138,763,20,1,2022.0
C05139,705,1,0,
C05140,762,4,0,
C05141,673,18,2,2022.0
C05142,783,2,0,
C05143,699,14,2,2015.0
C05144,733,1,0,
C05145,783,5,0,
C05146,717,6,0,
C05147,691,17,1,2020.0
C05148,731,7,0,
C05149,700,22,0,
C05150,726,24,0,
C05151,668,5,2,2019.0
C05152,663,13,1,2023.0
C05153,672,25,2,2018.0
C05154,705,9,0,
C05155,788,11,0,
C05156,798,5,1,2021.0
C05157,468,1,4,2020.0
C05158,732,17,1,2016.0
C05159,696,5,1,2017.0
C05160,682,16,1,2017.0
C05161,793,23,1,2024.0
C05162,307,17,3,2022.0
C05163,705,4,1,2016.0
C05164,661,5,1,2015.0
C05165,710,20,0,
C05166,739,11,0,
C05167,356,16,4,2016.0
C05168,765,1,0,
C05169,378,13,4,2024.0
C05170,565,11,3,2023.0
C05171,681,12,1,2024.0
C05172,706,22,1,2015.0
C05173,418,6,4,2016.0
C05174,656,2,2,2024.0
C05175,776,19,1,2019.0
C05176,704,9,0,
C05177,714,13,0,
C05178,675,21,1,2020.0
C05179,769,12,0,
C05180,699,1,1,2020.0
C05181,755,22,1,2019.0
C05182,747,19,1,2018.0
C05183,658,8,1,2023.0
C05184,724,7,1,2024.0
C05185,753,16,1,2023.0
C05186,732,22,1,2024.0
C05187,646,8,3,2017.0
C05188,561,16,3,2021.0
C05189,504,3,5,2016.0
C05190,708,21,1,2016.0
C05191,726,3,1,2015.0
C05192,693,16,1,2021.0
C05193,697,13,2,2021.0
C05194,765,5,0,
C05195,711,11,1,2016.0
C05196,724,4,0,
C05197,772,23,1,2016.0
C05198,751,6,0,
C05199,793,19,1,2021.0
C05200,532,17,2,2024.0
C05201,765,20,1,2015.0
C05202,786,21,0,
C05203,795,9,1,2024.0
C05204,770,23,1,2017.0
C05205,757,12,0,
C05206,786,22,0,
C05207,784,1,0,
C05208,769,25,0,
C05209,796,13,0,
C05210,420,14,3,2016.0
C05211,722,14,1,2023.0
C05212,768,1,0,
C05213,737,24,0,
C05214,486,19,3,2021.0
C05215,800,4,1,2018.0
C05216,752,15,0,
C05217,467,12,4,2015.0
C05218,617,25,2,2023.0
C05219,678,22,2,2022.0
C05220,644,21,4,2019.0
C05221,700,3,1,2018.0
C05222,657,21,1,2022.0
C05223,420,19,3,2022.0
C05224,764,21,1,2019.0
C05225,681,15,1,2020.0
C05226,760,13,1,2022.0
C05227,765,25,1,2018.0
C05228,749,22,1,2021.0
C05229,783,24,0,
C05230,738,12,1,2022.0
C05231,718,1,1,2019.0
C05232,682,21,2,2020.0
C05233,705,19,0,
C05234,574,7,4,2020.0
C05235,716,9,1,2024.0
C05236,720,24,0,
C05237,678,5,2,2022.0
C05238,765,12,0,
C05239,663,10,2,2019.0
C05240,669,12,1,2018.0
C05241,659,11,2,2024.0
C05242,744,22,1,2024.0
C05243,732,11,0,
C05244,791,11,0,
C05245,691,15,2,2019.0
C05246,695,5,2,2023.0
C05247,637,19,5,2016.0
C05248,444,18,2,2022.0
C05249,724,14,1,2018.0
C05250,771,22,1,2015.0
C05251,590,4,3,2023.0
C05252,548,17,4,2018.0
C05253,651,13,1,2022.0
C05254,749,19,1,2021.0
C05255,709,5,1,2016.0
C05256,696,6,2,2022.0
C05257,652,7,2,2019.0
C05258,742,23,1,2018.0
C05259,746,21,0,
C05260,701,24,1,2024.0
C05261,725,2,1,2020.0
C05262,716,8,1,2018.0
C05263,747,8,0,
C05264,699,3,2,2017.0
C05265,753,3,0,
C05266,701,1,0,
C05267,346,14,3,2015.0
C05268,731,3,1,2021.0
C05269,787,13,1,2018.0
C05270,772,16,1,2024.0
C05271,760,2,1,2024.0
C05272,787,14,0,
C05273,704,21,1,2017.0
C05274,722,21,1,2023.0
C05275,308,1,2,2018.0
C05276,658,16,2,2020.0
C05277,716,4,0,
C05278,673,20,2,2024.0
C05279,791,24,1,2016.0
C05280,665,19,1,2023.0
C05281,744,22,1,2017.0
C05282,784,23,0,
C05283,689,23,1,2015.0
C05284,471,23,3,2019.0
C05285,782,23,0,
C05286,683,24,1,2016.0
C05287,713,9,1,2017.0
C05288,715,17,0,
C05289,772,24,1,2024.0
C05290,666,18,2,2024.0
C05291,800,12,0,
C05292,701,10,0,
C05293,683,16,1,2017.0
C05294,570,9,5,2018.0
C05295,556,22,2,2017.0
C05296,738,13,0,
C05297,348,16,3,2023.0
C05298,681,24,2,2024.0
C05299,666,14,1,2024.0
C05300,787,4,1,2023.0
C05301,786,25,1,2024.0
C05302,707,7,0,
C05303,779,16,0,
C05304,779,16,0,
C05305,746,7,1,2020.0
C05306,762,11,0,
C05307,799,14,1,2019.0
C05308,767,4,1,2021.0
C05309,715,9,0,
C05310,678,12,1,2020.0
C05311,433,4,5,2024.0
C05312,774,7,0,
C05313,761,2,1,2023.0
C05314,722,14,0,
C05315,407,7,4,2020.0
C05316,677,4,1,2017.0
C05317,684,19,1,2020.0
C05318,316,25,4,2021.0
C05319,762,16,0,
C05320,706,20,0,
C05321,581,10,2,2024.0
C05322,687,6,2,2015.0
C05323,657,17,2,2016.0
C05324,730,22,1,2020.0
C05325,774,16,0,
C05326,778,13,1,2019.0
C05327,688,23,2,2022.0
C05328,709,6,0,
C05329,795,15,0,
C05330,707,12,1,2022.0
C05331,654,10,1,2020.0
C05332,515,9,3,2017.0
C05333,725,21,0,
C05334,702,15,0,
C05335,693,7,1,2022.0
C05336,672,8,1,2021.0
C05337,664,19,1,2023.0
C05338,434,8,3,2018.0
C05339,753,6,0,
C05340,782,12,0,
C05341,796,6,0,
C05342,671,12,2,2024.0
C05343,687,24,2,2018.0
C05344,716,10,1,2020.0
C05345,705,7,1,2023.0
C05346,457,20,2,2023.0
C05347,768,20,1,2018.0
C05348,734,11,1,2016.0
C05349,690,8,2,2018.0
C05350,368,17,3,2023.0
C05351,657,4,1,2016.0
C05352,782,17,0,
C05353,742,3,1,2021.0
C05354,693,5,2,2023.0
C05355,695,3,1,2018.0
C05356,406,3,5,2020.0
C05357,799,5,0,
C05358,693,15,1,2023.0
C05359,659,15,1,2024.0
C05360,426,17,5,2023.0
C05361,709,4,1,2018.0
C05362,778,1,1,2019.0
C05363,798,24,1,2021.0
C05364,783,1,0,
C05365,762,19,1,2018.0
C05366,604,13,3,2019.0
C05367,721,21,0,
C05368,747,11,1,2024.0
C05369,753,14,0,
C05370,716,1,1,2023.0
C05371,756,15,0,
C05372,693,8,2,2017.0
C05373,650,7,1,2022.0
C05374,767,9,0,
C05375,560,1,2,2015.0
C05376,666,5,2,2020.0
C05377,499,19,2,2021.0
C05378,778,4,1,2016.0
C05379,794,12,1,2022.0
C05380,712,2,0,
C05381,725,6,1,2020.0
C05382,735,9,1,2022.0
C05383,722,4,1,2023.0
C05384,766,16,1,2023.0
C05385,727,12,0,
C05386,317,19,2,2015.0
C05387,663,1,2,2024.0
C05388,760,16,1,2023.0
C05389,724,14,1,2018.0
C05390,445,8,5,2015.0
C05391,674,21,1,2023.0
C05392,685,6,2,2018.0
C05393,607,20,4,2021.0
C05394,790,1,1,2018.0
C05395,729,8,1,2021.0
C05396,728,18,0,
C05397,787,9,0,
C05398,761,22,1,2021.0
C05399,663,22,1,2018.0
C05400,670,9,2,2016.0
C05401,775,4,1,2018.0
C05402,778,3,0,
C05403,738,21,1,2016.0
C05404,739,10,1,2019.0
C05405,346,9,4,2023.0
C05406,739,10,0,
C05407,358,22,4,2020.0
C05408,774,6,1,2021.0
C05409,729,20,0,
C05410,674,15,1,2023.0
C05411,682,19,1,2021.0
C05412,681,1,2,2023.0
C05413,799,19,0,
C05414,664,13,1,2023.0
C05415,798,18,1,2020.0
C05416,390,1,5,2020.0
C05417,677,2,2,2015.0
C05418,791,6,1,2020.0
C05419,772,8,0,
C05420,760,10,1,2016.0
C05421,730,22,0,
C05422,710,1,0,
C05423,693,20,1,2016.0
C05424,653,11,1,2021.0
C05425,563,3,4,2019.0
C05426,704,24,1,2022.0
C05427,743,15,1,2023.0
C05428,707,11,0,
C05429,490,12,5,2018.0
C05430,687,9,2,2020.0
C05431,743,3,0,
C05432,651,20,2,2019.0
C05433,673,22,1,2017.0
C05434,589,19,4,2021.0
C05435,770,8,0,
C05436,691,20,1,2023.0
C05437,748,18,0,
C05438,668,21,1,2020.0
C05439,671,3,1,2023.0
C05440,703,9,1,2015.0
C05441,687,19,2,2022.0
C05442,706,16,1,2023.0
C05443,724,10,1,2021.0
C05444,695,18,1,2020.0
C05445,501,14,2,2024.0
C05446,799,2,1,2023.0
C05447,728,10,1,2017.0
C05448,781,22,1,2024.0
C05449,670,14,2,2017.0
C05450,773,8,0,
C05451,782,22,0,
C05452,735,24,1,2019.0
C05453,791,8,0,
C05454,617,4,2,2021.0
C05455,772,16,0,
C05456,797,8,0,
C05457,666,16,2,2016.0
C05458,676,10,1,2018.0
C05459,753,16,1,2020.0
C05460,618,1,5,2022.0
C05461,750,10,1,2022.0
C05462,679,22,2,2017.0
C05463,657,16,1,2021.0
C05464,663,2,2,2017.0
C05465,707,14,1,2024.0
C05466,726,7,1,2022.0
C05467,750,16,1,2022.0
C05468,705,24,0,
C05469,486,24,4,2021.0
C05470,735,22,1,2020.0
C05471,655,8,2,2017.0
C05472,557,11,4,2018.0
C05473,727,7,0,
C05474,782,4,1,2023.0
C05475,709,19,0,
C05476,726,3,1,2017.0
C05477,701,2,0,
C05478,734,13,1,2018.0
C05479,717,12,1,2015.0
C05480,724,14,1,2024.0
C05481,413,4,2,2020.0
C05482,654,13,1,2016.0
C05483,727,19,1,2023.0
C05484,353,8,2,2016.0
C05485,791,9,1,2023.0
C05486,704,2,0,
C05487,634,24,3,2017.0
C05488,543,11,5,2018.0
C05489,689,23,1,2020.0
C05490,748,20,1,2018.0
C05491,707,13,0,
C05492,639,11,5,2018.0
C05493,712,9,1,2017.0
C05494,787,14,0,
C05495,671,9,2,2018.0
C05496,758,11,1,2019.0
C05497,749,1,1,2022.0
C05498,734,14,1,2023.0
C05499,309,4,5,2017.0
C05500,785,24,0,
C05501,698,15,1,2023.0
C05502,796,16,1,2016.0
C05503,705,17,1,2018.0
C05504,762,18,0,
C05505,749,12,0,
C05506,452,20,2,2020.0
C05507,685,9,2,2019.0
C05508,655,24,1,2019.0
C05509,785,8,1,2015.0
C05510,687,6,1,2021.0
C05511,691,6,2,2023.0
C05512,716,16,1,2019.0
C05513,741,17,0,
C05514,744,2,0,
C05515,743,9,0,
C05516,735,19,0,
C05517,657,13,1,2021.0
C05518,703,12,0,
C05519,657,25,2,2021.0
C05520,787,2,1,2017.0
C05521,763,1,0,
C05522,344,6,4,2021.0
C05523,311,11,5,2022.0
C05524,762,25,0,
C05525,798,13,0,
C05526,475,22,5,2015.0
C05527,429,15,3,2024.0
C05528,661,9,1,2016.0
C05529,677,7,2,2017.0
C05530,729,23,0,
C05531,750,16,0,
C05532,784,2,0,
C05533,773,24,1,2024.0
C05534,766,11,1,2024.0
C05535,747,19,1,2021.0
C05536,714,14,1,2016.0
C05537,669,23,2,2015.0
C05538,742,11,0,
C05539,681,2,2,2015.0
C05540,690,10,1,2018.0
C05541,775,18,0,
C05542,704,2,0,
C05543,752,9,1,2022.0
C05544,729,14,1,2022.0
C05545,675,14,2,2018.0
C05546,721,10,1,2020.0
C05547,512,17,4,2021.0
C05548,795,25,1,2022.0
C05549,775,11,0,
C05550,776,22,0,
C05551,771,9,0,
C05552,778,21,0,
C05553,771,18,1,2017.0
C05554,795,13,1,2022.0
C05555,663,20,2,2021.0
C05556,689,12,2,2022.0
C05557,706,17,1,2024.0
C05558,727,21,0,
C05559,671,17,1,2015.0
C05560,701,12,0,
C05561,671,9,1,2021.0
C05562,709,13,1,2023.0
C05563,706,25,1,2016.0
C05564,688,7,1,2016.0
C05565,798,11,1,2022.0
C05566,777,25,0,
C05567,782,2,1,2024.0
C05568,729,20,0,
C05569,676,2,2,2015.0
C05570,774,7,0,
C05571,753,5,0,
C05572,697,25,1,2016.0
C05573,656,10,1,2018.0
C05574,339,2,4,2016.0
C05575,764,18,1,2017.0
C05576,714,6,0,
C05577,773,18,0,
C05578,688,9,1,2019.0
C05579,775,11,1,2019.0
C05580,799,4,0,
C05581,679,21,1,2024.0
C05582,674,23,2,2019.0
C05583,775,16,1,2017.0
C05584,747,2,0,
C05585,759,9,0,
C05586,689,5,2,2020.0
C05587,774,5,1,2023.0
C05588,749,8,1,2020.0
C05589,798,1,1,2015.0
C05590,725,18,0,
C05591,653,1,2,2020.0
C05592,757,18,0,
C05593,753,6,1,2015.0
C05594,734,24,1,2020.0
C05595,448,20,2,2017.0
C05596,709,20,0,
C05597,453,11,5,2023.0
C05598,453,4,4,2016.0
C05599,795,12,0,
C05600,771,4,1,2020.0
C05601,681,16,2,2018.0
C05602,446,12,3,2021.0
C05603,692,18,1,2023.0
C05604,704,18,0,
C05605,493,21,5,2018.0
C05606,760,18,1,2018.0
C05607,767,7,1,2017.0
C05608,679,17,1,2016.0
C05609,777,10,0,
C05610,772,14,0,
C05611,404,2,4,2016.0
C05612,634,19,2,2019.0
C05613,670,2,1,2019.0
C05614,692,11,1,2019.0
C05615,766,2,0,
C05616,743,1,1,2018.0
C05617,754,18,1,2016.0
C05618,447,7,2,2021.0
C05619,663,8,2,2016.0
C05620,780,22,1,2019.0
C05621,503,14,5,2015.0
C05622,341,8,4,2018.0
C05623,711,12,0,
C05624,766,18,1,2022.0
C05625,650,2,1,2020.0
C05626,333,3,4,2023.0
C05627,653,24,1,2021.0
C05628,711,6,1,2015.0
C05629,780,4,1,2018.0
C05630,788,4,0,
C05631,701,10,1,2019.0
C05632,700,8,0,
C05633,658,5,2,2017.0
C05634,733,11,1,2021.0
C05635,783,21,1,2015.0
C05636,701,25,1,2018.0
C05637,654,10,2,2021.0
C05638,682,7,2,2020.0
C05639,747,18,1,2021.0
C05640,782,1,0,
C05641,797,21,1,2015.0
C05642,761,10,1,2022.0
C05643,633,25,3,2023.0
C05644,713,17,1,2024.0
C05645,707,5,1,2016.0
C05646,755,9,1,2023.0
C05647,797,2,1,2020.0
C05648,709,21,0,
C05649,697,10,2,2022.0
C05650,675,23,1,2020.0
C05651,793,25,0,
C05652,659,5,2,2021.0
C05653,698,23,1,2022.0
C05654,669,21,1,2023.0
C05655,675,9,1,2017.0
C05656,743,24,0,
C05657,777,21,1,2022.0
C05658,779,15,0,
C05659,715,4,0,
C05660,766,15,1,2016.0
C05661,714,10,0,
C05662,772,6,0,
C05663,774,3,1,2017.0
C05664,696,24,1,2024.0
C05665,775,4,1,2020.0
C05666,790,18,0,
C05667,771,11,1,2020.0
C05668,768,4,0,
C05669,707,14,0,
C05670,757,6,1,2024.0
C05671,681,16,1,2022.0
C05672,709,13,1,2022.0
C05673,677,18,2,2016.0
C05674,771,15,0,
C05675,698,16,1,2024.0
C05676,718,9,1,2020.0
C05677,772,6,0,
C05678,694,10,2,2015.0
C05679,731,14,0,
C05680,747,23,0,
C05681,680,1,1,2018.0
C05682,749,20,1,2018.0
C05683,743,22,1,2021.0
C05684,513,1,3,2020.0
C05685,742,3,0,
C05686,757,17,1,2021.0
C05687,768,16,1,2017.0
C05688,657,23,2,2019.0
C05689,748,12,0,
C05690,757,2,1,2021.0
C05691,707,14,1,2023.0
C05692,370,8,5,2017.0
C05693,688,9,1,2015.0
C05694,610,1,4,2018.0
C05695,782,22,1,2023.0
C05696,719,2,0,
C05697,769,5,1,2016.0
C05698,668,25,1,2021.0
C05699,800,19,1,2015.0
C05700,778,12,0,
C05701,651,14,2,2020.0
C05702,780,5,1,2021.0
C05703,712,14,0,
C05704,547,8,3,2016.0
C05705,758,23,1,2019.0
C05706,667,14,2,2021.0
C05707,760,19,1,2021.0
C05708,496,20,5,2018.0
C05709,758,23,1,2021.0
C05710,786,4,0,
C05711,670,6,2,2015.0
C05712,695,5,1,2018.0
C05713,765,25,0,
C05714,709,7,0,
C05715,722,2,0,
C05716,721,7,1,2019.0
C05717,718,22,1,2024.0
C05718,728,5,1,2015.0
C05719,708,21,0,
C05720,761,15,1,2024.0
C05721,681,19,1,2018.0
C05722,775,2,0,
C05723,749,18,0,
C05724,675,24,2,2022.0
C05725,715,24,0,
C05726,765,10,1,2017.0
C05727,752,24,1,2021.0
C05728,616,18,4,2019.0
C05729,662,5,2,2015.0
C05730,675,6,1,2022.0
C05731,717,4,0,
C05732,703,23,0,
C05733,757,16,1,2023.0
C05734,705,20,1,2016.0
C05735,546,10,3,2018.0
C05736,686,16,1,2020.0
C05737,799,6,1,2019.0
C05738,760,14,0,
C05739,716,23,1,2015.0
C05740,684,9,2,2015.0
C05741,539,3,5,2015.0
C05742,352,2,4,2021.0
C05743,739,15,1,2015.0
C05744,728,9,1,2016.0
C05745,684,7,2,2019.0
C05746,722,10,0,
C05747,722,23,1,2024.0
C05748,753,6,1,2024.0
C05749,314,1,5,2022.0
C05750,738,20,1,2024.0
C05751,661,14,1,2024.0
C05752,703,24,1,2022.0
C05753,712,13,0,
C05754,727,20,0,
C05755,791,10,0,
C05756,715,21,0,
C05757,501,6,4,2020.0
C05758,782,23,0,
C05759,547,9,2,2019.0
C05760,787,6,1,2023.0
C05761,395,12,4,2024.0
C05762,727,2,1,2020.0
C05763,503,23,2,2022.0
C05764,661,13,2,2016.0
C05765,727,12,0,
C05766,746,11,1,2018.0
C05767,698,9,1,2020.0
C05768,793,6,0,
C05769,796,14,1,2016.0
C05770,700,5,1,2016.0
C05771,628,8,2,2015.0
C05772,345,18,5,2018.0
C05773,339,25,3,2021.0
C05774,689,13,1,2015.0
C05775,800,13,1,2017.0
C05776,668,2,1,2019.0
C05777,707,11,0,
C05778,778,10,1,2021.0
C05779,361,8,3,2018.0
C05780,698,2,2,2023.0
C05781,689,8,2,2021.0
C05782,793,9,0,
C05783,748,5,1,2023.0
C05784,794,2,1,2015.0
C05785,738,1,1,2015.0
C05786,684,21,2,2018.0
C05787,775,8,1,2015.0
C05788,702,19,0,
C05789,650,13,1,2019.0
C05790,677,11,1,2023.0
C05791,789,5,1,2022.0
C05792,660,10,2,2019.0
C05793,747,12,0,
C05794,779,12,1,2020.0
C05795,676,3,2,2024.0
C05796,555,4,2,2017.0
C05797,758,11,0,
C05798,700,20,0,
C05799,774,3,1,2024.0
C05800,710,10,1,2020.0
C05801,764,11,1,2018.0
C05802,755,18,1,2020.0
C05803,700,11,0,
C05804,780,25,1,2023.0
C05805,651,5,2,2017.0
C05806,351,24,4,2016.0
C05807,663,1,1,2022.0
C05808,695,14,2,2020.0
C05809,699,9,2,2017.0
C05810,494,25,4,2020.0
C05811,752,5,0,
C05812,552,11,4,2020.0
C05813,785,15,0,
C05814,688,4,2,2017.0
C05815,744,12,1,2021.0
C05816,654,9,1,2022.0
C05817,671,7,1,2020.0
C05818,694,16,1,2024.0
C05819,713,24,0,
C05820,747,1,1,2019.0
C05821,697,4,2,2016.0
C05822,738,18,1,2024.0
C05823,707,15,0,
C05824,720,22,0,
C05825,732,15,1,2017.0
C05826,787,15,0,
C05827,681,19,1,2021.0
C05828,685,3,2,2018.0
C05829,799,5,1,2018.0
C05830,423,5,4,2015.0
C05831,450,5,5,2020.0
C05832,705,2,0,
C05833,728,17,1,2020.0
C05834,789,19,1,2023.0
C05835,775,11,1,2024.0
C05836,332,4,5,2017.0
C05837,757,17,0,
C05838,664,20,1,2018.0
C05839,721,15,0,
C05840,680,23,2,2020.0
C05841,725,5,1,2016.0
C05842,737,10,0,
C05843,687,17,1,2021.0
C05844,733,18,0,
C05845,717,3,0,
C05846,779,19,0,
C05847,746,8,1,2024.0
C05848,395,15,5,2020.0
C05849,738,17,1,2020.0
C05850,722,25,0,
C05851,711,16,1,2019.0
C05852,699,20,2,2016.0
C05853,394,5,3,2021.0
C05854,772,12,1,2020.0
C05855,681,3,1,2015.0
C05856,339,20,5,2017.0
C05857,637,11,3,2023.0
C05858,581,18,4,2019.0
C05859,592,8,3,2020.0
C05860,785,13,1,2022.0
C05861,751,13,1,2019.0
C05862,756,13,0,
C05863,658,25,1,2018.0
C05864,693,15,1,2018.0
C05865,740,17,0,
C05866,687,12,1,2023.0
C05867,660,8,2,2015.0
C05868,779,20,1,2022.0
C05869,395,15,5,2020.0
C05870,722,5,0,
C05871,692,24,1,2020.0
C05872,714,22,0,
C05873,694,7,2,2017.0
C05874,662,10,1,2023.0
C05875,673,9,2,2016.0
C05876,678,6,1,2020.0
C05877,766,21,0,
C05878,486,12,3,2020.0
C05879,669,19,2,2016.0
C05880,789,12,0,
C05881,474,16,4,2018.0
C05882,744,15,0,
C05883,762,13,0,
C05884,306,15,2,2019.0
C05885,774,7,0,
C05886,771,6,0,
C05887,767,11,0,
