customer_id,pre_approved_personal_loan_limit,interest_rate,max_tenure_months,offer_validity_days
C05463,723970,13.11,48,57
C05464,996584,15.02,36,34
C05465,668206,10.0,12,35
C05466,1000000,13.39,60,52
C05467,542690,13.42,12,37
C05468,1000000,11.19,24,29
C05469,725967,12.25,48,35
C05470,789308,13.99,60,49
C05471,666948,13.33,36,38
C05472,763536,10.14,24,39
C05473,393320,16.12,60,33
C05474,1000000,15.75,36,24
C05475,322920,11.67,36,40
C05476,1000000,13.99,12,37
C05477,1000000,12.53,48,43
C05478,1000000,12.79,12,24
C05479,1000000,15.53,12,44
C05480,1000000,15.72,36,49
C05481,847880,10.79,60,36
C05482,1000000,10.03,12,18
C05483,1000000,10.0,24,28
C05484,1000000,10.0,24,24
C05485,1000000,11.78,36,37
C05486,1000000,11.31,12,33
C05487,386560,15.34,24,30
C05488,1000000,10.77,60,15
C05489,874692,12.3,60,59
C05490,1000000,14.81,48,35
C05491,1000000,16.8,48,42
C05492,883140,10.0,36,50
C05493,966700,16.18,48,37
C05494,674838,10.06,12,55
C05495,1000000,10.0,60,20
C05496,1000000,14.5,60,46
C05497,858573,12.09,36,38
C05498,1000000,11.64,36,49
C05499,554130,16.58,24,59
C05500,1000000,11.01,24,25
C05501,1000000,15.87,12,59
C05502,623865,13.2,36,33
C05503,871808,14.7,24,52
C05504,1000000,13.54,24,33
C05505,885795,10.8,36,16
C05506,763080,10.54,36,37
C05507,995247,16.62,12,53
C05508,1000000,15.13,24,35
C05509,1000000,10.0,12,39
C05510,479501,16.79,24,50
C05511,860325,16.28,12,17
C05512,977550,15.95,12,20
C05513,1000000,16.71,60,50
C05514,891826,15.85,12,32
C05515,279370,10.9,12,37
C05516,1000000,10.0,48,55
C05517,441612,17.1,12,49
C05518,984828,15.43,60,60
C05519,632242,11.87,36,39
C05520,973644,13.09,24,46
C05521,1000000,10.0,60,48
C05522,1000000,15.48,12,18
C05523,1000000,10.23,60,28
C05524,1000000,10.12,48,33
C05525,1000000,15.66,48,60
C05526,723100,10.0,24,29
C05527,716388,13.41,24,48
C05528,1000000,10.0,60,25
C05529,1000000,12.54,48,26
C05530,708010,15.97,48,16
C05531,421668,14.79,60,30
C05532,540784,13.8,36,58
C05533,1000000,16.7,12,51
C05534,1000000,11.85,24,35
C05535,1000000,14.72,12,57
C05536,758280,13.33,60,33
C05537,1000000,13.22,60,50
C05538,1000000,10.0,12,38
C05539,1000000,10.68,36,44
C05540,419952,11.99,36,29
C05541,1000000,11.63,24,59
C05542,1000000,12.02,48,29
C05543,1000000,10.0,60,36
C05544,278235,15.98,24,56
C05545,457919,14.77,24,51
C05546,355575,11.76,24,58
C05547,932025,13.51,36,35
C05548,586300,13.33,60,28
C05549,600936,15.75,60,27
C05550,1000000,15.29,60,52
C05551,1000000,10.0,36,15
C05552,1000000,12.76,24,18
C05553,834960,17.17,24,21
C05554,1000000,10.0,60,48
C05555,580092,15.91,12,39
C05556,1000000,12.03,36,59
C05557,627248,11.86,48,42
C05558,1000000,10.3,36,33
C05559,586135,17.14,48,45
C05560,776352,13.76,12,24
C05561,486100,10.74,60,39
C05562,574910,12.12,48,20
C05563,1000000,12.63,60,39
C05564,1000000,10.65,60,26
C05565,1000000,16.54,48,45
C05566,424424,11.36,24,51
C05567,1000000,10.0,12,28
C05568,1000000,15.14,48,32
C05569,1000000,15.5,60,22
C05570,979695,13.96,24,32
C05571,586572,11.6,36,17
C05572,1000000,14.33,12,38
C05573,513562,10.44,12,48
C05574,562368,12.56,60,43
C05575,1000000,15.01,48,55
C05576,681480,12.84,60,51
C05577,934514,15.67,60,38
C05578,842520,10.4,24,54
C05579,1000000,14.08,24,31
C05580,1000000,13.68,12,15
C05581,1000000,12.06,24,49
C05582,1000000,14.13,48,37
C05583,914520,13.69,24,19
C05584,1000000,11.59,12,32
C05585,1000000,13.75,36,45
C05586,980080,10.93,36,44
C05587,1000000,10.65,48,52
C05588,926048,16.27,60,31
C05589,897255,13.81,60,51
C05590,1000000,10.0,48,52
C05591,972594,12.53,48,57
C05592,1000000,13.26,24,28
C05593,1000000,12.23,48,22
C05594,971060,10.73,48,47
C05595,1000000,11.43,48,20
C05596,1000000,10.37,24,55
C05597,901188,17.19,48,52
C05598,1000000,16.74,36,26
C05599,380116,13.84,24,27
C05600,1000000,16.1,36,40
C05601,851160,14.8,36,33
C05602,384032,10.0,12,35
C05603,1000000,11.6,36,31
C05604,1000000,16.26,24,58
C05605,1000000,12.31,36,47
C05606,1000000,10.0,48,36
C05607,809310,11.98,24,55
C05608,1000000,10.0,12,27
C05609,734940,14.93,60,20
C05610,660960,16.38,12,28
C05611,1000000,10.66,60,19
C05612,1000000,12.11,12,36
C05613,1000000,11.84,48,37
C05614,1000000,10.66,60,30
C05615,1000000,13.01,60,48
C05616,265450,14.1,24,39
C05617,506220,11.36,48,35
C05618,1000000,15.79,12,48
C05619,1000000,12.56,36,33
C05620,659056,10.0,48,26
C05621,956200,11.06,12,59
C05622,352720,16.31,24,20
C05623,664533,11.2,36,51
C05624,1000000,13.84,48,58
C05625,1000000,15.03,24,24
C05626,1000000,11.36,60,51
C05627,1000000,13.51,48,43
C05628,923524,10.23,48,20
C05629,1000000,10.0,12,57
C05630,1000000,14.32,12,52
C05631,1000000,10.0,36,39
C05632,1000000,14.03,12,39
C05633,210366,17.73,12,47
C05634,1000000,14.41,48,47
C05635,1000000,11.89,60,59
C05636,694197,12.3,36,59
C05637,693612,16.62,36,46
C05638,1000000,12.3,12,50
C05639,837230,13.41,12,48
C05640,646560,10.0,48,53
C05641,758360,14.51,48,54
C05642,888990,13.92,12,30
C05643,1000000,10.0,12,26
C05644,511680,11.93,12,58
C05645,935363,15.1,12,34
C05646,1000000,14.29,24,26
C05647,1000000,16.06,60,29
C05648,1000000,10.38,36,45
C05649,894768,15.63,60,24
C05650,1000000,10.0,48,18
C05651,640620,15.4,36,39
C05652,749097,10.5,36,46
C05653,664146,12.93,60,43
C05654,781000,10.65,60,34
C05655,1000000,11.82,12,25
C05656,1000000,12.77,24,52
C05657,807285,10.7,60,23
C05658,203922,15.04,12,21
C05659,1000000,10.0,60,44
C05660,869000,12.58,24,50
C05661,634941,15.11,24,23
C05662,895350,15.76,36,56
C05663,1000000,12.76,24,47
C05664,836112,10.0,48,48
C05665,686112,15.39,48,38
C05666,684840,10.34,48,54
C05667,956030,16.78,48,39
C05668,678480,10.14,60,20
C05669,1000000,13.23,12,49
C05670,1000000,13.21,24,43
C05671,1000000,11.88,60,45
C05672,993630,14.94,36,22
C05673,413334,12.02,48,15
C05674,1000000,13.37,48,57
C05675,1000000,15.6,36,52
C05676,948584,13.8,48,60
C05677,409560,10.37,12,24
C05678,1000000,11.57,24,37
C05679,435390,10.68,60,29
C05680,370752,12.21,12,60
C05681,1000000,14.89,36,37
C05682,697382,12.71,48,30
C05683,1000000,14.36,60,45
C05684,1000000,10.0,12,23
C05685,927975,10.51,12,18
C05686,1000000,16.88,60,37
C05687,269874,15.77,60,46
C05688,427005,17.4,24,37
C05689,660768,10.0,12,44
C05690,547038,16.3,36,39
C05691,1000000,12.0,48,47
C05692,1000000,14.34,36,30
C05693,611001,10.15,60,37
C05694,1000000,15.21,48,25
C05695,1000000,10.0,12,52
C05696,485926,10.83,48,38
C05697,1000000,16.41,60,49
C05698,421005,16.63,12,24
C05699,1000000,13.69,36,17
C05700,1000000,10.73,12,37
C05701,357888,12.66,60,33
C05702,1000000,10.42,60,20
C05703,974130,13.29,12,57
C05704,1000000,11.18,48,23
C05705,674205,11.98,24,24
C05706,1000000,14.94,12,19
C05707,360480,12.51,24,42
C05708,1000000,11.36,12,23
C05709,671346,11.9,48,59
C05710,1000000,15.73,36,56
C05711,774360,13.77,60,22
C05712,733820,11.61,60,37
C05713,893046,10.0,24,15
C05714,688770,12.44,36,31
C05715,589830,12.7,12,21
C05716,536080,11.76,48,31
C05717,751485,15.83,12,25
C05718,523496,13.22,36,36
C05719,701667,11.3,60,48
C05720,1000000,10.87,24,53
C05721,631746,14.92,48,35
C05722,1000000,10.0,60,17
C05723,584112,16.23,60,18
C05724,634785,17.03,48,42
C05725,1000000,10.0,24,39
C05726,1000000,15.66,48,18
C05727,1000000,12.61,12,39
C05728,556038,11.85,12,17
C05729,1000000,15.05,12,58
C05730,1000000,15.21,24,28
C05731,934766,11.6,36,38
C05732,1000000,10.36,36,31
C05733,1000000,10.0,36,16
C05734,1000000,11.02,36,31
C05735,890586,16.42,48,56
C05736,1000000,12.63,60,34
C05737,1000000,10.49,36,56
C05738,607180,14.41,48,56
C05739,422118,10.0,24,39
C05740,390879,17.25,48,58
C05741,944620,13.15,60,43
C05742,1000000,10.0,60,42
C05743,1000000,14.11,12,41
C05744,775510,17.09,60,35
C05745,1000000,10.27,24,54
C05746,1000000,12.29,12,23
C05747,329400,10.0,60,46
C05748,844308,11.25,36,51
C05749,1000000,12.08,24,20
C05750,696787,17.07,48,49
C05751,1000000,10.24,12,49
C05752,837300,10.0,12,27
C05753,497646,12.03,36,22
C05754,624324,13.46,24,48
C05755,611253,10.0,12,41
C05756,914551,13.8,60,54
C05757,1000000,10.0,24,56
C05758,639570,13.41,48,18
C05759,731610,10.96,24,58
C05760,828504,11.83,36,54
C05761,551820,12.31,12,20
C05762,1000000,10.79,24,39
C05763,950384,14.48,48,15
C05764,1000000,12.5,12,28
C05765,925443,10.8,36,27
C05766,763425,12.96,24,36
C05767,534758,15.54,24,43
C05768,1000000,14.08,36,54
C05769,1000000,15.48,48,42
C05770,727545,12.35,12,28
C05771,508635,17.06,12,15
C05772,794134,10.0,12,46
C05773,1000000,12.59,12,17
C05774,1000000,15.48,24,24
C05775,437235,11.1,36,23
C05776,342744,17.56,12,54
C05777,1000000,13.68,24,33
C05778,1000000,15.35,12,57
C05779,440530,13.43,36,30
C05780,1000000,11.85,36,26
C05781,632366,14.26,60,52
C05782,1000000,11.07,60,28
C05783,1000000,10.69,48,42
C05784,1000000,16.43,48,16
C05785,620830,11.75,36,17
C05786,461358,10.0,36,26
C05787,253520,10.0,12,36
C05788,616278,15.68,48,36
C05789,331992,11.73,36,51
C05790,847680,16.12,48,37
C05791,1000000,13.72,48,33
C05792,868050,10.26,24,32
C05793,805212,14.48,48,31
C05794,1000000,13.38,12,22
C05795,984914,14.74,12,34
C05796,544632,11.14,60,30
C05797,1000000,15.17,24,33
C05798,769472,13.97,60,28
C05799,1000000,10.78,36,24
C05800,600726,11.1,12,38
C05801,1000000,15.81,60,32
C05802,765296,17.04,60,15
C05803,384618,14.8,48,53
C05804,728880,10.85,48,19
C05805,1000000,14.51,12,45
C05806,1000000,12.84,60,34
C05807,891288,10.09,24,40
C05808,766287,14.38,12,28
C05809,1000000,13.92,48,51
C05810,1000000,13.51,12,40
C05811,501732,16.14,12,21
C05812,1000000,15.0,24,36
C05813,1000000,10.96,60,45
C05814,990724,13.12,60,47
C05815,1000000,10.87,24,19
C05816,1000000,10.0,48,18
C05817,1000000,16.15,60,52
C05818,1000000,10.72,48,34
C05819,1000000,16.24,48,43
C05820,1000000,14.84,24,18
C05821,555152,16.58,24,18
C05822,1000000,15.0,12,18
C05823,380632,15.51,12,15
C05824,880520,11.67,24,37
C05825,433206,11.4,48,27
C05826,795223,10.08,48,41
C05827,1000000,10.59,12,55
C05828,1000000,14.3,12,57
C05829,1000000,12.1,24,47
C05830,1000000,12.93,24,37
C05831,450072,11.91,60,28
C05832,312056,12.69,12,44
C05833,1000000,14.26,60,25
C05834,1000000,10.87,48,38
C05835,1000000,12.55,48,51
C05836,1000000,10.89,12,20
C05837,1000000,10.0,24,48
C05838,1000000,13.24,60,19
C05839,758085,11.56,48,51
C05840,1000000,10.99,36,26
C05841,1000000,15.69,12,57
C05842,1000000,15.98,60,29
C05843,495060,15.28,24,37
C05844,818415,13.37,60,56
C05845,877664,14.83,12,44
C05846,611296,11.69,12,55
C05847,919275,14.2,36,31
C05848,367200,12.25,60,55
C05849,402030,11.89,60,47
C05850,1000000,16.31,36,56
C05851,1000000,16.04,36,25
C05852,678660,14.77,24,43
C05853,863364,10.32,24,25
C05854,1000000,10.0,24,30
C05855,1000000,10.0,60,18
C05856,1000000,12.53,12,18
C05857,290355,10.13,60,16
C05858,1000000,14.08,12,50
C05859,516208,17.0,24,15
C05860,1000000,14.15,36,19
C05861,970177,15.84,24,48
C05862,380034,10.3,60,43
C05863,370680,12.91,60,25
C05864,1000000,11.67,48,25
C05865,1000000,11.43,36,18
C05866,1000000,11.95,36,39
C05867,1000000,10.49,12,32
C05868,1000000,10.0,60,51
C05869,910325,12.68,60,30
C05870,576176,14.85,36,26
C05871,1000000,10.8,36,56
C05872,1000000,11.0,60,57
C05873,1000000,10.81,24,31
C05874,1000000,15.86,36,20
C05875,1000000,14.58,48,33
C05876,450008,17.23,48,49
C05877,431256,11.83,60,44
C05878,1000000,12.86,48,32
C05879,1000000,10.26,36,26
C05880,1000000,12.76,24,32
C05881,1000000,15.93,12,20
C05882,643170,12.39,24,16
C05883,453249,16.41,24,40
C05884,1000000,15.28,36,41
C05885,1000000,14.77,36,45
C05886,1000000,13.62,36,58
C05887,363876,17.37,60,56
C05888,526200,13.4,12,36
C05889,595467,11.46,12,43
C05890,613935,12.74,12,30
C05891,1000000,15.64,60,58
C05892,1000000,11.64,12,45
C05893,1000000,13.45,24,32
C05894,619900,14.82,36,53
C05895,301632,13.3,60,56
C05896,1000000,10.0,48,27
C05897,719037,14.62,60,39
C05898,1000000,12.64,24,25
C05899,1000000,10.35,12,52
C05900,355023,12.8,36,42
C05901,1000000,14.7,48,40
C05902,269640,14.54,24,31
C05903,328472,12.7,36,25
C05904,518895,16.7,24,17
C05905,1000000,13.15,24,28
C05906,1000000,13.25,12,27
C05907,1000000,10.85,36,25
C05908,1000000,11.31,48,40
C05909,719360,15.37,60,52
C05910,821085,13.59,24,22
C05911,1000000,16.35,24,26
C05912,833544,12.1,60,41
C05913,569824,11.45,60,35
C05914,1000000,11.99,36,16
C05915,559272,11.39,36,22
C05916,469323,15.99,60,55
C05917,521860,15.9,36,53
C05918,1000000,11.51,48,52
C05919,731600,10.51,48,59
C05920,419328,14.16,12,50
C05921,1000000,16.13,12,18
C05922,991640,14.96,12,45
C05923,1000000,15.29,48,26
C05924,810165,16.92,48,56
C05925,1000000,10.0,60,42
C05926,684930,10.43,24,16
C05927,1000000,11.6,60,23
C05928,1000000,13.06,60,52
C05929,972620,14.99,48,41
C05930,828390,13.37,12,43
C05931,1000000,16.03,48,48
C05932,636768,13.25,12,39
C05933,972477,13.4,36,23
C05934,911316,11.74,24,34
C05935,989289,16.56,12,56
C05936,618642,13.03,12,35
C05937,886914,14.75,48,22
C05938,893633,12.38,24,15
C05939,1000000,13.11,12,21
C05940,640332,14.56,12,39
C05941,1000000,10.32,48,59
C05942,1000000,12.3,60,39
C05943,567909,12.77,36,18
C05944,662870,17.33,24,28
C05945,642573,11.38,24,27
C05946,896493,11.69,12,56
C05947,615744,11.47,48,17
C05948,525888,14.91,36,44
C05949,1000000,10.88,12,35
C05950,1000000,13.11,36,19
C05951,491904,15.83,24,29
C05952,711990,16.77,24,32
C05953,1000000,10.0,60,27
C05954,1000000,15.44,60,34
C05955,736920,16.41,12,49
C05956,994591,12.59,36,37
C05957,1000000,16.06,24,42
C05958,1000000,13.85,48,60
C05959,407264,15.44,24,55
C05960,829920,16.81,24,56
C05961,1000000,16.0,36,39
C05962,755972,13.82,24,19
C05963,480800,14.55,12,57
C05964,1000000,16.33,60,29
C05965,663147,11.45,24,46
C05966,1000000,15.62,24,58
C05967,555792,14.25,12,36
C05968,266860,12.19,12,28
C05969,1000000,14.6,60,44
C05970,1000000,12.12,48,52
C05971,276793,12.04,48,50
C05972,652896,11.52,36,54
C05973,869418,10.05,12,24
C05974,1000000,13.88,60,29
C05975,862582,10.0,36,22
C05976,542763,11.4,60,26
C05977,483450,14.53,36,53
C05978,602400,15.12,36,34
C05979,533350,11.76,60,20
C05980,1000000,16.37,24,42
C05981,1000000,12.72,36,41
C05982,609680,16.14,48,56
C05983,643194,10.73,24,41
C05984,830550,14.19,12,46
C05985,1000000,11.07,24,34
C05986,820056,13.07,48,24
C05987,738930,17.19,60,59
C05988,1000000,13.61,24,50
C05989,1000000,10.38,48,27
C05990,1000000,13.41,24,15
C05991,644283,11.03,48,42
C05992,816777,13.82,24,24
C05993,814770,12.04,36,24
C05994,942293,12.31,36,33
C05995,1000000,16.73,12,56
C05996,576243,10.0,24,30
C05997,422305,16.38,12,26
C05998,674676,10.97,12,23
C05999,1000000,13.3,36,54
C06000,1000000,10.0,48,55
C06001,654060,14.71,48,41
C06002,1000000,15.54,60,55
C06003,1000000,15.98,36,26
C06004,192504,12.85,12,23
C06005,718110,13.41,12,16
C06006,1000000,10.49,24,20
C06007,603050,12.25,24,54
C06008,466928,14.89,12,26
C06009,437706,12.83,60,19
C06010,837771,14.46,60,57
C06011,1000000,10.67,12,47
C06012,823092,17.29,48,54
C06013,601968,13.45,48,43
C06014,331304,17.49,12,15
C06015,601762,13.98,48,59
C06016,1000000,12.53,48,36
C06017,483540,10.0,60,18
C06018,996800,15.68,12,30
C06019,1000000,12.71,60,55
C06020,1000000,11.09,36,18
C06021,1000000,10.22,60,32
C06022,372136,14.47,48,52
C06023,900312,14.08,36,52
C06024,1000000,11.69,24,32
C06025,505186,11.85,24,21
C06026,901864,10.3,24,16
C06027,729010,11.84,48,55
C06028,954996,14.97,12,46
C06029,386580,11.74,60,58
C06030,955010,10.0,24,17
C06031,1000000,10.0,48,29
C06032,361764,14.44,12,47
C06033,1000000,10.0,36,49
C06034,1000000,10.02,48,52
C06035,954921,16.48,48,49
C06036,1000000,10.0,48,40
C06037,1000000,15.46,24,29
C06038,619281,12.63,48,24
C06039,946890,11.38,60,28
C06040,1000000,16.45,12,51
C06041,590688,10.33,48,15
C06042,587772,16.42,36,28
C06043,820792,16.25,60,40
C06044,1000000,11.15,12,43
C06045,1000000,11.01,12,36
C06046,1000000,12.14,60,50
C06047,964769,16.76,12,56
C06048,590264,14.77,12,44
C06049,483989,12.41,60,16
C06050,594664,13.03,12,22
C06051,935790,10.88,48,39
C06052,1000000,15.58,60,24
C06053,1000000,11.89,60,26
C06054,233512,17.4,48,30
C06055,501186,12.99,48,19
C06056,1000000,15.96,60,31
C06057,1000000,11.28,60,52
C06058,759024,11.43,24,42
C06059,1000000,12.62,24,18
C06060,633682,10.22,36,40
C06061,1000000,13.5,48,27
C06062,1000000,12.3,12,44
C06063,534380,11.95,24,56
C06064,898480,11.59,36,56
C06065,456833,11.26,48,41
C06066,580040,13.05,36,35
C06067,1000000,15.8,24,54
C06068,1000000,10.32,36,56
C06069,570320,16.99,48,54
C06070,1000000,15.09,36,48
C06071,1000000,10.0,36,34
C06072,1000000,14.14,24,25
C06073,742632,15.35,24,29
C06074,948750,15.05,36,55
C06075,1000000,15.62,48,40
C06076,998730,12.42,12,43
C06077,933560,14.08,12,54
C06078,640930,10.0,60,28
C06079,1000000,15.22,12,42
C06080,1000000,15.76,48,41
C06081,411400,15.07,24,43
C06082,680992,13.06,48,55
C06083,881361,10.0,24,55
C06084,341190,15.05,12,57
C06085,659243,14.42,48,47
C06086,957645,11.46,24,47
C06087,1000000,11.92,36,29
C06088,635388,15.66,12,55
C06089,1000000,13.66,12,18
C06090,822523,11.38,12,26
C06091,1000000,10.0,12,34
C06092,614133,13.22,36,44
C06093,947352,14.27,12,39
C06094,682770,12.55,48,24
C06095,1000000,15.42,12,43
C06096,1000000,11.81,36,53
C06097,1000000,13.73,36,33
C06098,412980,16.06,48,45
C06099,570570,11.49,24,36
C06100,927348,11.28,36,32
C06101,654730,11.19,60,16
C06102,604470,15.74,48,51
C06103,1000000,10.2,48,30
C06104,840938,16.6,60,24
C06105,1000000,10.0,60,54
C06106,1000000,10.0,36,17
C06107,934736,16.41,24,37
C06108,955815,14.74,60,24
C06109,1000000,10.25,36,38
C06110,857715,10.3,36,54
C06111,1000000,15.49,12,25
C06112,732700,11.93,60,30
C06113,993684,12.61,60,39
C06114,1000000,13.29,60,38
C06115,740367,15.02,24,51
C06116,483692,10.0,24,44
C06117,1000000,13.24,12,23
C06118,421755,16.59,48,27
C06119,966192,11.36,48,59
C06120,1000000,12.9,60,49
C06121,1000000,11.63,60,58
C06122,175120,12.63,12,22
C06123,486959,17.21,48,52
C06124,1000000,11.27,12,20
C06125,1000000,10.51,12,47
C06126,1000000,10.0,12,59
C06127,780416,15.12,12,49
C06128,920227,12.96,36,51
C06129,1000000,10.0,48,27
C06130,1000000,13.82,48,19
C06131,1000000,13.02,12,21
C06132,1000000,15.95,48,28
C06133,1000000,16.62,48,23
C06134,1000000,13.01,48,35
C06135,305344,14.98,24,42
C06136,1000000,11.94,36,15
C06137,1000000,10.46,24,31
C06138,982456,13.8,24,31
C06139,1000000,11.7,60,35
C06140,432369,15.56,24,37
C06141,399498,11.42,60,34
C06142,1000000,12.29,12,30
C06143,581136,10.23,48,32
C06144,702207,10.0,60,32
C06145,949600,14.47,48,45
C06146,1000000,12.62,36,48
C06147,1000000,12.41,36,28
C06148,554900,10.0,12,15
C06149,1000000,10.01,48,49
C06150,693360,17.05,36,45
C06151,749844,16.54,60,55
C06152,974584,16.62,48,43
C06153,1000000,11.27,12,23
C06154,608283,10.0,48,25
C06155,1000000,15.15,24,44
C06156,1000000,11.62,36,33
C06157,933088,11.51,36,34
C06158,693288,12.28,24,43
C06159,1000000,10.0,24,55
C06160,1000000,10.0,60,54
C06161,549720,10.18,24,54
C06162,747780,15.49,36,55
C06163,1000000,11.39,48,32
C06164,1000000,14.76,12,57
C06165,1000000,10.0,48,45
C06166,1000000,10.0,24,57
C06167,1000000,14.24,12,38
C06168,620208,14.62,12,26
C06169,1000000,12.89,12,45
C06170,328816,14.29,36,44
C06171,1000000,11.09,24,47
C06172,475389,14.77,12,20
C06173,1000000,14.22,60,40
C06174,815085,14.06,24,15
C06175,1000000,10.0,12,25
C06176,1000000,14.54,24,53
C06177,818784,11.75,36,18
C06178,1000000,14.99,48,52
C06179,1000000,12.32,60,35
C06180,708612,12.14,12,21
C06181,1000000,10.0,48,56
C06182,1000000,15.78,24,33
C06183,408684,16.57,48,48
C06184,1000000,16.72,48,40
C06185,1000000,11.28,12,47
C06186,1000000,10.0,48,53
C06187,1000000,12.01,12,26
C06188,838845,14.88,60,31
C06189,742716,15.36,36,42
C06190,622960,14.92,36,37
C06191,1000000,15.28,24,37
C06192,730030,12.04,60,24
C06193,948108,10.93,36,26
C06194,790544,16.16,48,56
C06195,1000000,11.25,48,29
C06196,811195,13.44,48,24
C06197,449676,10.37,36,38
C06198,879424,17.06,12,36
C06199,737066,11.74,36,32
C06200,767760,10.0,24,27
C06201,1000000,16.75,12,35
C06202,518380,10.76,36,24
C06203,1000000,11.28,12,30
C06204,1000000,10.0,36,41
C06205,1000000,11.73,24,24
C06206,632680,15.6,48,15
C06207,874636,13.11,24,18
C06208,344144,10.0,60,21
C06209,568372,15.9,12,20
C06210,972304,14.66,36,50
C06211,935209,12.9,24,51
C06212,719225,10.72,24,26
C06213,1000000,15.73,60,26
C06214,706446,11.43,36,38
C06215,1000000,12.02,24,53
C06216,1000000,16.38,12,29
C06217,434412,11.38,60,23
C06218,642180,16.42,60,23
C06219,1000000,10.0,60,36
C06220,967770,16.76,36,30
C06221,353925,12.71,36,51
C06222,576783,11.31,36,32
C06223,1000000,10.95,48,27
C06224,1000000,10.0,60,40
C06225,741860,16.96,48,42
C06226,1000000,10.96,36,26
C06227,1000000,13.86,36,43
C06228,839364,10.05,24,34
C06229,1000000,12.02,48,19
C06230,660220,14.28,12,38
C06231,995448,14.48,48,39
C06232,1000000,14.93,36,39
C06233,1000000,12.12,48,45
C06234,897930,12.78,24,23
C06235,305800,12.99,36,54
C06236,876708,16.54,24,15
C06237,483483,15.36,48,43
C06238,1000000,13.45,60,18
C06239,719100,10.0,12,27
C06240,1000000,12.24,24,52
C06241,866750,14.97,60,29
C06242,482648,10.87,12,15
C06243,1000000,12.85,12,33
C06244,806700,15.06,36,38
C06245,1000000,14.29,24,30
C06246,869660,13.47,36,42
C06247,723960,14.4,60,27
C06248,1000000,14.41,24,20
C06249,507585,13.77,24,36
C06250,1000000,10.0,36,24
C06251,1000000,13.09,12,19
C06252,1000000,16.52,24,32
C06253,692070,10.0,12,35
C06254,757888,14.66,48,26
C06255,879957,16.4,36,43
C06256,709884,10.0,60,45
C06257,1000000,15.62,60,45
C06258,651042,11.13,48,56
C06259,1000000,12.61,60,50
C06260,944946,10.33,48,45
C06261,713427,16.26,60,49
C06262,496080,14.92,24,54
C06263,872295,15.85,12,42
C06264,1000000,12.9,48,39
C06265,896350,16.1,36,58
C06266,1000000,13.12,48,24
C06267,494055,13.57,36,59
C06268,1000000,11.47,60,24
C06269,998316,10.91,24,35
C06270,867480,10.0,60,60
C06271,441368,13.64,48,46
C06272,1000000,11.71,48,51
C06273,1000000,14.13,48,47
C06274,1000000,15.06,12,57
C06275,663047,11.17,24,26
C06276,1000000,10.0,12,51
C06277,1000000,13.38,48,56
C06278,1000000,14.55,24,46
C06279,832920,14.83,60,58
C06280,412049,10.0,60,26
C06281,1000000,12.55,36,19
C06282,830970,13.14,60,55
C06283,1000000,14.09,48,60
C06284,1000000,13.65,12,51
C06285,1000000,13.65,12,26
C06286,943500,14.26,24,27
C06287,1000000,13.28,48,21
C06288,487350,12.1,12,30
C06289,467370,12.74,12,49
C06290,1000000,10.0,60,53
C06291,532088,13.14,60,44
C06292,1000000,10.08,60,35
C06293,879970,14.62,12,38
C06294,741780,12.27,12,35
C06295,795288,11.89,12,20
C06296,1000000,12.55,48,47
C06297,463140,14.68,48,58
C06298,1000000,13.91,24,39
C06299,424455,11.06,60,44
C06300,1000000,10.81,36,30
C06301,1000000,15.22,48,20
C06302,1000000,10.0,48,45
C06303,1000000,10.61,48,44
C06304,926874,15.15,48,20
C06305,582699,10.11,24,38
C06306,1000000,15.64,48,38
C06307,690802,14.86,36,36
C06308,455380,16.29,60,45
C06309,1000000,10.39,60,46
C06310,1000000,11.1,48,27
C06311,1000000,15.56,36,27
C06312,1000000,10.75,48,20
C06313,870958,13.06,60,20
C06314,1000000,10.0,12,26
C06315,458208,12.83,36,59
C06316,1000000,10.0,48,18
C06317,1000000,16.18,36,51
C06318,866250,10.0,60,18
C06319,503656,10.24,24,47
C06320,265104,12.6,12,16
C06321,806666,12.79,36,33
C06322,288981,10.63,60,19
C06323,1000000,16.36,24,17
C06324,1000000,13.06,48,55
C06325,419640,14.31,48,17
C06326,1000000,11.28,36,18
C06327,832018,14.29,60,37
C06328,1000000,10.0,60,19
C06329,1000000,11.88,36,29
C06330,1000000,16.92,48,18
C06331,351598,10.54,60,20
C06332,528580,15.42,60,25
C06333,595650,16.17,60,30
C06334,1000000,15.73,24,52
C06335,282368,13.31,36,50
C06336,701775,10.0,12,42
C06337,952404,10.0,60,38
C06338,188616,15.61,24,59
C06339,1000000,10.31,24,27
C06340,1000000,12.79,48,30
C06341,652400,10.08,24,19
C06342,992727,16.37,48,60
C06343,471416,11.72,60,55
C06344,1000000,15.04,36,32
C06345,612136,14.07,12,46
C06346,395847,12.3,36,19
C06347,916288,16.85,12,31
C06348,1000000,14.37,36,56
C06349,552204,10.0,36,15
C06350,846250,10.0,60,39
C06351,1000000,12.01,24,43
C06352,517275,16.87,48,23
C06353,921760,10.0,12,18
C06354,849112,12.3,60,57
C06355,325768,11.07,36,55
C06356,802844,11.66,60,19
C06357,1000000,12.7,48,38
C06358,424480,10.46,60,28
C06359,1000000,15.35,48,30
C06360,1000000,15.36,48,49
C06361,1000000,16.12,60,22
C06362,596790,10.73,36,56
C06363,1000000,12.19,36,25
C06364,310632,11.86,36,44
